msa_annotate_test.pl: ./msa_annotate_test.pl 1.1.7 executing 02/07/2013 11:59:39
msa_annotate_test.pl: command='./msa_annotate_test.pl '
msa_annotate_test.pl: Found both input directory './test' and output directory './test/output'.
msa_annotate_test.pl: from Input directory: ./test, found 268 gbk files.
loadTaxonTable: loaded 19187 lines from file './Annotate_taxon_records.txt'
 Testing #1,   Arenaviridae,   AY746353.gb    Test #1,   Arenaviridae,   AY746353.gb,  pass
 Testing #263, Togaviridae,    NC_004162.gb   Test #263, Togaviridae,    NC_004162.gb, pass
 Testing #264, Togaviridae,    NC_006558.gb   Test #264, Togaviridae,    NC_006558.gb, pass
 Testing #265, Togaviridae,    U34999.gb      Test #265, Togaviridae,    U34999.gb,    pass
 Testing #266, Togaviridae,    U38304.gb      Test #266, Togaviridae,    U38304.gb,    pass
 Testing #267, Togaviridae,    U73745.gb      Test #267, Togaviridae,    U73745.gb,    pass
 Testing #268, usage,          usage          Test #268, usage,          usage,        pass


msa_annotate_test.pl: finished.

